edad,sexo,cabeza_de_hogar,caracterizacion_ciudadano,tipo_de_emprendimiento,idea_de_negocio,estrato,barrio_vereda_ciudadano,comuna_ciudadano,zona_ciudadano,fecha_de_beneficio_dia,fecha_de_beneficio_mes,fecha_de_beneficio_año
42,femenino,si,empresario,no dato,no dato,3,robledo,07-robledo,nor-occidental,14,8,2017.0
42,femenino,si,empresario,no dato,no dato,3,robledo,07-robledo,nor-occidental,28,8,2017.0
42,femenino,si,empresario,no dato,no dato,3,robledo,07-robledo,nor-occidental,4,9,2017.0
51,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,11,7,2017.0
51,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,31,7,2017.0
51,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,14,8,2017.0
51,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,28,8,2017.0
51,femenino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,4,9,2017.0
51,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,11,7,2017.0
51,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,31,7,2017.0
51,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,14,8,2017.0
51,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,4,9,2017.0
46,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,17,7,2017.0
46,femenino,si,empresario,no dato,no dato,1,manrique central no.1,04-aranjuez,nor-oriental,31,7,2017.0
60,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,12,7,2017.0
60,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,31,7,2017.0
60,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,14,8,2017.0
60,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,28,8,2017.0
60,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,4,9,2017.0
60,masculino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,11,7,2017.0
60,masculino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,31,7,2017.0
60,masculino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,14,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,28,8,2017.0
60,masculino,si,empresario,no dato,no dato,1,robledo,07-robledo,nor-occidental,4,9,2017.0
60,masculino,si,empresario,no dato,no dato,3,otro,99-otro,otro,17,7,2017.0
60,masculino,si,empresario,no dato,no dato,3,otro,99-otro,otro,31,7,2017.0
60,masculino,si,empresario,no dato,no dato,3,otro,99-otro,otro,14,8,2017.0
60,masculino,si,empresario,no dato,no dato,3,otro,99-otro,otro,28,8,2017.0
60,masculino,si,empresario,no dato,no dato,3,otro,99-otro,otro,4,9,2017.0
60,masculino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,18,7,2017.0
60,masculino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,4,9,2017.0
60,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,18,7,2017.0
60,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,28,8,2017.0
60,femenino,si,empresario,no dato,no dato,1,picacho,06-doce de octubre,nor-occidental,4,9,2017.0
60,femenino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,18,7,2017.0
60,femenino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,28,8,2017.0
60,femenino,si,empresario,no dato,no dato,1,popular,01-popular,nor-oriental,4,9,2017.0
60,femenino,si,empresario,no dato,no dato,2,santander,06-doce de octubre,nor-occidental,18,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,santander,06-doce de octubre,nor-occidental,28,8,2017.0
60,femenino,si,empresario,no dato,no dato,2,santander,06-doce de octubre,nor-occidental,4,9,2017.0
60,masculino,si,empresario,no dato,no dato,4,boston,10-la candelaria,centro-oriental,17,8,2017.0
60,masculino,si,empresario,no dato,no dato,4,boston,10-la candelaria,centro-oriental,28,8,2017.0
60,masculino,si,empresario,no dato,no dato,4,boston,10-la candelaria,centro-oriental,4,9,2017.0
53,femenino,si,empresario,no dato,no dato,1,picachito,06-doce de octubre,nor-occidental,18,8,2017.0
53,femenino,si,empresario,no dato,no dato,1,picachito,06-doce de octubre,nor-occidental,4,9,2017.0
37,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,18,8,2017.0
37,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,28,8,2017.0
37,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,4,9,2017.0
37,femenino,si,empresario,no dato,no dato,2,popular,01-popular,nor-oriental,17,8,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,11,7,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,1,8,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,8,8,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,15,8,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,29,8,2017.0
74,femenino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,5,9,2017.0
48,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,12,7,2017.0
48,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,1,8,2017.0
48,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,8,8,2017.0
48,femenino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,15,8,2017.0
57,femenino,no,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,12,7,2017.0
57,femenino,no,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,11,7,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,15,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,29,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,22,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique central no.2,03-manrique,nor-oriental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,2,la pradera,13-san javier,centro-occidental,17,7,2017.0
57,femenino,si,empresario,no dato,no dato,2,la pradera,13-san javier,centro-occidental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,la pradera,13-san javier,centro-occidental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,la pradera,13-san javier,centro-occidental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,la pradera,13-san javier,centro-occidental,5,9,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,18,7,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,1,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,15,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,29,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,22,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,las palmas,10-la candelaria,centro-oriental,5,9,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,11,7,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,1,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,15,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,29,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,22,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,10,7,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,1,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,10,7,2017.0
57,femenino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,enciso,08-villa hermosa,centro-oriental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,11,7,2017.0
57,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,1,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,otro,99-otro,otro,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,11,7,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,moravia,04-aranjuez,nor-oriental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,11,7,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,1,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,3,manrique central no.1,04-aranjuez,nor-oriental,5,9,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,10,7,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,1,8,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,15,8,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,22,8,2017.0
57,masculino,si,empresario,no dato,no dato,3,estacion villa,10-la candelaria,centro-oriental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,10,7,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,1,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,juan xxiii la quiebra,13-san javier,centro-occidental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,12,7,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,santo domingo savio no. 1,12-la américa,centro-occidental,5,9,2017.0
57,femenino,si,empresario,no dato,no dato,1,aranjuez,04-aranjuez,nor-oriental,18,7,2017.0
57,femenino,si,empresario,no dato,no dato,1,aranjuez,04-aranjuez,nor-oriental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,aranjuez,04-aranjuez,nor-oriental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,1,aranjuez,04-aranjuez,nor-oriental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,10,7,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,1,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,8,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,15,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,29,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,22,8,2017.0
57,femenino,si,empresario,no dato,no dato,2,castilla,05-castilla,nor-occidental,5,9,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,10,7,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,8,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,15,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,29,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,22,8,2017.0
57,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,5,9,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,10,7,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,1,8,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,8,8,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,15,8,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,29,8,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,22,8,2017.0
64,masculino,si,empresario,no dato,no dato,3,prado,10-la candelaria,centro-oriental,5,9,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,11,7,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,10,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,15,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,29,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,22,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,doce de octubre no.1,06-doce de octubre,nor-occidental,5,9,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,11,7,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,8,8,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,15,8,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,29,8,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,22,8,2017.0
64,masculino,si,empresario,no dato,no dato,1,la francia,02-santa cruz,nor-oriental,5,9,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,11,7,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,1,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,8,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,15,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,29,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,22,8,2017.0
64,masculino,si,empresario,no dato,no dato,2,manrique central no.1,04-aranjuez,nor-oriental,5,9,2017.0
52,masculino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,10,7,2017.0
52,masculino,si,empresario,no dato,no dato,2,robledo,07-robledo,nor-occidental,29,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,10,7,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,1,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,8,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,15,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,29,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,22,8,2017.0
43,masculino,si,empresario,no dato,no dato,,otro,99-otro,otro,5,9,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,10,7,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,1,8,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,8,8,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,15,8,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,29,8,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,22,8,2017.0
43,masculino,si,empresario,no dato,no dato,2,manrique oriental,03-manrique,nor-oriental,5,9,2017.0
43,masculino,si,empresario,no dato,no dato,1,doce de octubre no.1,06-doce de octubre,nor-occidental,10,7,2017.0
43,masculino,si,empresario,no dato,no dato,1,doce de octubre no.1,06-doce de octubre,nor-occidental,1,8,2017.0
43,masculino,si,empresario,no dato,no dato,1,doce de octubre no.1,06-doce de octubre,nor-occidental,8,8,2017.0
43,masculino,si,empresario,no dato,no dato,1,doce de octubre no.1,06-doce de octubre,nor-occidental,15,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,10,7,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,1,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,8,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,15,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,29,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,22,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,castilla,05-castilla,nor-occidental,5,9,2017.0
43,masculino,si,empresario,no dato,no dato,3,trinidad,15-guayabal,sur-occidental,10,7,2017.0
43,masculino,si,empresario,no dato,no dato,3,trinidad,15-guayabal,sur-occidental,15,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,trinidad,15-guayabal,sur-occidental,29,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,trinidad,15-guayabal,sur-occidental,22,8,2017.0
43,masculino,si,empresario,no dato,no dato,3,trinidad,15-guayabal,sur-occidental,5,9,2017.0
54,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,10,7,2017.0
54,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,1,8,2017.0
54,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,15,8,2017.0
54,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,29,8,2017.0
54,masculino,si,empresario,no dato,no dato,2,prado,10-la candelaria,centro-oriental,22,8,2017.0
73,masculino,si,empresario,no dato,no dato,1,el pesebre,13-san javier,centro-occidental,8,8,2017.0
73,masculino,si,empresario,no dato,no dato,1,el pesebre,13-san javier,centro-occidental,1,8,2017.0
73,masculino,si,empresario,no dato,no dato,1,el pesebre,13-san javier,centro-occidental,8,8,2017.0
73,masculino,si,empresario,no dato,no dato,1,el pesebre,13-san javier,centro-occidental,15,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,10,7,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,1,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,8,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,15,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,29,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,22,8,2017.0
67,masculino,si,empresario,no dato,no dato,1,juan pablo ii,09-buenos aires,centro-oriental,5,9,2017.0
42,masculino,si,empresario,no dato,no dato,2,pablo vi,02-santa cruz,nor-oriental,10,7,2017.0
42,masculino,si,empresario,no dato,no dato,2,pablo vi,02-santa cruz,nor-oriental,1,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,pablo vi,02-santa cruz,nor-oriental,15,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,10,7,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,1,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,8,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,15,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,29,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,enciso,08-villa hermosa,centro-oriental,22,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,10,7,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,1,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,8,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,15,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,29,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,22,8,2017.0
42,masculino,si,empresario,no dato,no dato,2,otro,99-otro,otro,5,9,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,10,7,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,8,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,15,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,29,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,22,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,otro,99-otro,otro,5,9,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,10,7,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,1,8,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,8,8,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,15,8,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,29,8,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,22,8,2017.0
45,masculino,no,empresario,no dato,no dato,3,manrique oriental,03-manrique,nor-oriental,5,9,2017.0
45,masculino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,10,7,2017.0
45,masculino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,1,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,29,8,2017.0
45,masculino,si,empresario,no dato,no dato,1,manrique oriental,03-manrique,nor-oriental,5,9,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,10,7,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,1,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,8,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,15,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,29,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,22,8,2017.0
50,masculino,si,empresario,no dato,no dato,2,belen,16-belen,sur-occidental,5,9,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,12,7,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,1,8,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,8,8,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,15,8,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,29,8,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,22,8,2017.0
50,femenino,si,empresario,no dato,no dato,2,santa cruz,02-santa cruz,nor-oriental,5,9,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,10,7,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,8,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,15,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,29,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,22,8,2017.0
63,femenino,si,empresario,no dato,no dato,3,otro,99-otro,otro,5,9,2017.0
63,femenino,si,empresario,no dato,no dato,3,francisco antonio zea,05-castilla,nor-occidental,12,7,2017.0
